,user,timestamp,hours,project
2264,daario,2017-07-11 10:00:04,3.0,project-72
2265,daario,2017-07-12 11:01:11,3.0,project-46
2266,daario,2017-07-12 11:01:11,5.0,project-72
2267,daario,2017-07-13 11:25:08,0.25,project-16
2268,daario,2017-07-13 11:25:08,2.5,project-46
2269,daario,2017-07-13 11:25:08,4.5,project-72
2270,daario,2017-07-14 11:30:42,8.0,project-72
2271,daario,2017-07-17 11:06:43,5.0,project-72
2272,daario,2017-07-18 11:05:26,1.0,cultureandmanagement
2273,daario,2017-07-18 11:05:26,0.5,project-16
2274,daario,2017-07-18 11:05:26,6.0,project-72
2275,daario,2017-07-19 10:16:22,2.0,project-46
2276,daario,2017-07-19 10:16:22,5.0,project-72
2277,daario,2017-07-20 10:43:45,7.0,project-72
2278,daario,2017-07-24 11:26:09,3.0,project-46
2279,daario,2017-07-24 11:26:09,8.0,project-72
2280,daario,2017-07-25 11:16:40,1.0,project-16
2281,daario,2017-07-25 11:16:40,4.0,project-72
2282,daario,2017-07-26 11:15:20,1.5,project-16
2283,daario,2017-07-27 10:38:28,5.25,project-16
2284,daario,2017-07-27 10:38:28,2.0,project-72
2285,daario,2017-07-31 11:11:25,1.0,project-16
2286,daario,2017-07-31 11:11:25,3.5,project-72
2287,daario,2017-08-01 09:35:06,6.0,project-16
2288,daario,2017-08-01 09:35:06,0.5,project-72
2289,daario,2017-08-02 11:13:59,7.0,project-16
2290,daario,2017-08-02 11:13:59,1.0,project-72
2291,daario,2017-08-03 10:43:23,7.5,project-16
2292,daario,2017-08-04 12:03:11,5.0,project-16
2293,daario,2017-08-04 12:03:11,3.0,project-72
2294,daario,2017-08-07 10:13:24,1.0,opsandadmin
2295,daario,2017-08-07 10:13:24,6.0,project-16
2296,daario,2017-08-09 11:21:59,6.5,project-16
2297,daario,2017-08-09 11:21:59,3.0,project-72
2299,daario,2017-08-11 11:07:44,3.0,project-46
2300,daario,2017-08-14 11:21:08,0.5,project-06
2301,daario,2017-08-14 11:21:08,6.5,project-16
2303,daario,2017-08-17 08:21:37,5.0,project-16
2304,daario,2017-08-18 08:52:56,5.0,project-16
2305,daario,2017-08-18 08:52:56,0.5,project-46
2306,daario,2017-08-18 08:52:56,0.5,project-72
2307,daario,2017-08-22 09:15:33,6.0,project-16
2308,daario,2017-08-23 10:38:49,0.5,engineering
2309,daario,2017-08-23 10:38:49,5.0,project-16
2310,daario,2017-08-25 10:03:52,9.0,project-16
2311,daario,2017-08-29 10:29:55,7.0,project-16
2312,daario,2017-08-30 11:16:22,2.0,cultureandmanagement
2313,daario,2017-08-30 11:16:22,5.5,project-16
2314,daario,2017-08-31 10:42:48,4.0,project-16
2315,daario,2017-08-31 10:42:48,0.5,project-46
2316,daario,2017-08-23 10:38:00,0.5,project-16
2317,daenerys,2018-08-13 00:00:00,2.0,learning
2318,daenerys,2018-08-20 08:28:00,1.0,opsandadmin
2319,daenerys,2018-09-19 00:00:00,2.0,project-51
2320,daenerys,2018-10-10 09:23:00,1.0,project-26
2321,daenerys,2018-10-15 15:30:00,2.5,project-51
2322,daenerys,2018-10-17 00:00:00,4.5,project-51
2323,daenerys,2018-10-19 09:41:00,6.5,project-51
2324,daenerys,2018-08-14 00:00:00,1.5,project-26
2325,daenerys,2018-09-18 00:00:00,1.0,cultureandmanagement
2326,daenerys,2018-08-08 00:00:00,5.0,learning
2327,daenerys,2018-08-08 00:00:00,2.5,project-26
2328,daenerys,2018-08-09 00:00:00,0.25,cultureandmanagement
2329,daenerys,2018-08-09 00:00:00,2.5,learning
2330,daenerys,2018-08-09 00:00:00,5.25,project-26
2331,daenerys,2018-08-10 00:00:00,3.5,learning
2332,daenerys,2018-08-10 00:00:00,3.5,project-26
2333,daenerys,2018-08-13 00:00:00,0.5,opsandadmin
2334,daenerys,2018-08-13 00:00:00,6.0,project-26
2335,daenerys,2018-08-14 00:00:00,3.5,learning
2336,daenerys,2018-08-14 00:00:00,3.5,project-26
2337,daenerys,2018-08-14 00:00:00,7.0,website
2338,daenerys,2018-08-16 00:00:00,0.5,learning
2339,daenerys,2018-08-16 00:00:00,3.0,project-26
2340,daenerys,2018-08-16 00:00:00,7.0,project-27
2341,daenerys,2018-08-16 00:00:00,5.0,website
2342,daenerys,2018-08-20 08:28:06,1.25,opsandadmin
2343,daenerys,2018-08-20 08:28:06,2.0,project-05
2344,daenerys,2018-08-20 08:28:06,4.0,project-26
2345,daenerys,2018-08-22 11:29:59,1.5,learning
2346,daenerys,2018-08-22 11:29:59,6.0,project-05
2347,daenerys,2018-08-23 13:12:55,1.0,learning
2348,daenerys,2018-08-23 13:12:55,2.0,project-05
2349,daenerys,2018-08-23 13:12:55,5.0,project-26
2350,daenerys,2018-08-24 13:16:00,0.25,cultureandmanagement
2351,daenerys,2018-08-24 13:16:00,6.0,project-05
2352,daenerys,2018-08-24 13:16:00,2.0,project-26
2353,daenerys,2018-08-24 13:16:00,0.25,project-43
2354,daenerys,2018-08-28 13:43:36,0.5,cultureandmanagement
2355,daenerys,2018-08-28 13:43:36,1.0,project-05
2356,daenerys,2018-08-28 13:43:36,2.0,project-26
2357,daenerys,2018-08-28 13:43:36,6.0,project-43
2358,daenerys,2018-08-29 12:08:27,2.5,learning
2359,daenerys,2018-08-29 12:08:27,1.25,project-05
2360,daenerys,2018-08-29 12:08:27,3.0,project-26
2361,daenerys,2018-08-29 12:08:27,2.0,project-43
2362,daenerys,2018-08-30 09:21:09,1.0,project-05
2363,daenerys,2018-08-30 09:21:09,4.75,project-26
2364,daenerys,2018-08-30 09:21:09,0.5,project-43
2365,daenerys,2018-08-31 07:37:18,7.5,project-26
2366,daenerys,2018-09-03 00:00:00,4.0,learning
2367,daenerys,2018-09-03 00:00:00,0.5,opsandadmin
2368,daenerys,2018-09-03 00:00:00,2.0,project-43
2369,daenerys,2018-09-03 00:00:00,2.0,project-51
2370,daenerys,2018-09-04 10:07:21,0.5,blogideas
2371,daenerys,2018-09-04 10:07:21,8.5,project-51
2372,daenerys,2018-09-06 15:35:52,2.0,learning
2373,daenerys,2018-09-06 15:35:52,0.5,project-05
2374,daenerys,2018-09-06 15:35:52,6.0,project-51
2375,daenerys,2018-09-07 12:28:40,2.0,project-05
2376,daenerys,2018-09-07 12:28:40,1.75,project-43
2377,daenerys,2018-09-07 12:28:40,4.5,project-51
2378,daenerys,2018-09-10 00:00:00,0.5,opsandadmin
2379,daenerys,2018-09-10 00:00:00,5.5,project-05
2380,daenerys,2018-09-10 00:00:00,5.0,project-51
2381,daenerys,2018-09-10 00:00:00,1.0,project-69
2382,daenerys,2018-09-11 15:48:59,6.0,project-05
2383,daenerys,2018-09-11 15:48:59,2.0,project-51
2384,daenerys,2018-09-12 00:00:00,2.0,learning
2385,daenerys,2018-09-12 00:00:00,2.0,project-05
2387,daenerys,2018-09-12 00:00:00,1.5,project-69
2388,daenerys,2018-09-17 00:00:00,2.0,blogideas
2389,daenerys,2018-09-17 00:00:00,0.5,learning
2390,daenerys,2018-09-17 00:00:00,0.5,opsandadmin
2391,daenerys,2018-09-17 00:00:00,2.5,project-05
2392,daenerys,2018-09-17 00:00:00,2.0,project-51
2393,daenerys,2018-09-18 00:00:00,2.5,blogideas
2394,daenerys,2018-09-18 00:00:00,0.25,pandas
2395,daenerys,2018-09-18 00:00:00,1.5,project-05
2396,daenerys,2018-09-18 00:00:00,4.0,project-51
2397,daenerys,2018-09-19 00:00:00,5.5,blogideas
2398,daenerys,2018-09-19 00:00:00,2.5,learning
2399,daenerys,2018-09-19 00:00:00,5.0,project-43
2400,daenerys,2018-09-19 00:00:00,1.0,project-51
2401,daenerys,2018-09-22 00:00:00,3.0,blogideas
2402,daenerys,2018-09-22 00:00:00,2.75,project-51
2403,daenerys,2018-09-24 00:00:00,6.0,blogideas
2404,daenerys,2018-09-24 00:00:00,1.0,opsandadmin
2405,daenerys,2018-09-24 00:00:00,1.0,project-26
2406,daenerys,2018-09-24 00:00:00,2.0,project-51
2407,daenerys,2018-09-24 00:00:00,3.0,website
2408,daenerys,2018-09-26 10:56:14,1.0,project-43
2409,daenerys,2018-09-26 10:56:14,7.5,project-51
2410,daenerys,2018-09-27 00:00:00,9.5,blogideas
2411,daenerys,2018-09-28 00:00:00,2.0,project-43
2412,daenerys,2018-10-01 11:16:22,2.5,blogideas
2413,daenerys,2018-10-01 11:16:22,0.5,opsandadmin
2414,daenerys,2018-10-01 11:16:22,4.5,project-51
2415,daenerys,2018-10-02 12:36:42,1.0,blogideas
2416,daenerys,2018-10-02 12:36:42,8.0,project-43
2417,daenerys,2018-10-03 14:08:46,3.5,blogideas
2418,daenerys,2018-10-03 14:08:46,3.5,project-51
2419,daenerys,2018-10-04 00:00:00,3.0,blogideas
2420,daenerys,2018-10-04 00:00:00,0.75,project-26
2421,daenerys,2018-10-04 00:00:00,3.5,project-51
2422,daenerys,2018-10-05 09:01:05,2.0,project-26
2423,daenerys,2018-10-05 09:01:05,3.0,project-51
2424,daenerys,2018-10-05 09:01:05,1.0,website
2425,daenerys,2018-10-08 00:00:00,2.5,blogideas
2426,daenerys,2018-10-08 00:00:00,3.0,learning
2427,daenerys,2018-10-08 00:00:00,0.5,opsandadmin
2428,daenerys,2018-10-08 00:00:00,9.5,project-26
2429,daenerys,2018-10-10 09:23:14,4.0,blogideas
2430,daenerys,2018-10-10 09:23:14,2.0,project-26
2431,daenerys,2018-10-11 00:00:00,7.0,blogideas
2432,daenerys,2018-10-11 00:00:00,8.0,project-51
2433,daenerys,2018-10-11 00:00:00,0.5,website
2434,daenerys,2018-10-15 15:30:13,4.0,blogideas
2435,daenerys,2018-10-15 15:30:13,1.5,learning
2436,daenerys,2018-10-15 15:30:13,0.5,opsandadmin
2437,daenerys,2018-10-15 15:30:13,1.5,project-05
2438,daenerys,2018-10-15 15:30:13,1.25,project-26
2439,daenerys,2018-10-16 10:24:53,3.75,blogideas
2440,daenerys,2018-10-16 10:24:53,2.0,project-26
2441,daenerys,2018-10-16 10:24:53,0.5,project-51
2442,daenerys,2018-10-17 00:00:00,2.0,project-26
2443,daenerys,2018-10-17 00:00:00,0.5,project-51
2444,daenerys,2018-10-18 15:40:37,0.75,project-05
2445,daenerys,2018-10-18 15:40:37,8.0,project-51
2446,daenerys,2018-10-19 09:41:44,0.25,project-05
2447,daenerys,2018-10-22 11:00:57,1.0,cultureandmanagement
2448,daenerys,2018-10-22 11:00:57,0.5,opsandadmin
2449,daenerys,2018-10-22 11:00:57,1.5,project-26
2450,daenerys,2018-10-22 11:00:57,6.0,project-51
2451,daenerys,2018-10-23 13:08:46,1.0,blogideas
2452,daenerys,2018-10-23 13:08:46,1.0,project-26
2453,daenerys,2018-10-23 13:08:46,5.0,project-51
2454,daenerys,2018-10-24 10:12:48,0.5,blogideas
2455,daenerys,2018-10-24 10:12:48,1.5,project-25
2456,daenerys,2018-10-24 10:12:48,0.5,project-51
2457,daenerys,2018-10-24 10:12:48,2.0,transit
2458,daenerys,2018-10-25 15:49:50,2.0,blogideas
2459,daenerys,2018-10-25 15:49:50,0.5,cultureandmanagement
2460,daenerys,2018-10-25 15:49:50,1.0,learning
2461,daenerys,2018-10-25 15:49:50,4.0,project-51
2462,daenerys,2018-10-26 11:55:59,2.0,blogideas
2463,daenerys,2018-10-26 11:55:59,1.0,cultureandmanagement
2464,daenerys,2018-10-26 11:55:59,3.0,project-51
2465,daenerys,2018-10-29 00:00:00,5.0,blogideas
2466,daenerys,2018-10-29 00:00:00,2.6,project-51
2468,daenerys,2018-10-30 00:00:00,3.5,website
2469,daenerys,2018-11-05 12:20:39,2.0,project-51
2470,daenerys,2018-11-05 12:20:39,2.0,website
2471,daenerys,2018-11-06 00:00:00,2.0,project-51
2472,daenerys,2018-11-06 00:00:00,4.0,website
2473,daenerys,2018-11-07 00:00:00,4.0,learning
2474,daenerys,2018-11-07 00:00:00,5.0,project-51
2475,daenerys,2018-11-08 10:48:36,3.0,project-51
2476,daenerys,2018-11-08 10:48:36,6.0,website
2477,daenerys,2018-11-12 00:00:00,7.5,blogideas
2478,daenerys,2018-11-12 00:00:00,1.5,learning
2479,daenerys,2018-11-12 00:00:00,1.5,project-04
2480,daenerys,2018-11-12 00:00:00,2.0,project-26
2481,daenerys,2018-11-12 00:00:00,4.0,project-51
2482,daenerys,2018-11-12 00:00:00,3.0,website
2483,daenerys,2018-11-16 08:10:39,1.5,learning
2484,daenerys,2018-11-16 08:10:39,0.5,opsandadmin
2485,daenerys,2018-11-16 08:10:39,3.0,project-04
2486,daenerys,2018-11-16 08:10:39,2.0,project-51
2487,daenerys,2018-11-19 00:00:00,1.0,opsandadmin
2488,daenerys,2018-11-19 00:00:00,0.5,project-26
2489,daenerys,2018-11-19 00:00:00,1.0,project-51
2490,daenerys,2018-11-19 00:00:00,4.0,website
2491,daenerys,2018-11-20 10:26:32,3.0,learning
2492,daenerys,2018-11-20 10:26:32,3.0,project-51
2493,daenerys,2018-11-21 14:49:08,1.0,blogideas
2494,daenerys,2018-11-21 14:49:08,1.0,project-51
2495,daenerys,2018-11-22 00:00:00,7.0,blogideas
2496,daenerys,2018-11-22 00:00:00,1.0,cultureandmanagement
2497,daenerys,2018-11-22 00:00:00,5.0,project-51
2498,daenerys,2018-11-26 12:55:30,8.0,blogideas
2499,daenerys,2018-11-26 12:55:30,0.5,project-51
2500,daenerys,2018-11-21 14:49:00,5.0,project-51
2501,daenerys,2018-10-24 10:12:00,1.0,project-26
2502,daenerys,2018-10-24 10:12:00,2.0,project-51
2503,daenerys,2018-09-28 00:00:00,4.5,blogideas
2504,daenerys,2018-08-30 09:21:00,2.25,project-26
2505,daenerys,2018-10-30 00:00:00,0.5,website
2506,daenerys,2018-09-05 11:16:00,9.0,project-51
2507,davos,2018-01-08 10:56:00,5.0,project-40
2508,davos,2018-01-29 11:02:00,0.5,project-16
2509,davos,2018-03-22 10:52:00,1.0,project-65
2510,davos,2018-04-04 00:00:00,1.5,opsandadmin
2511,davos,2018-04-09 00:00:00,1.0,project-65
2512,davos,2018-04-10 15:06:00,2.5,project-40
2513,davos,2018-04-18 00:00:00,1.0,project-44
2514,davos,2018-05-21 00:00:00,4.0,project-65
2515,davos,2018-06-06 09:34:00,2.0,project-36
2516,davos,2018-06-20 09:27:00,2.0,project-55
2517,davos,2018-06-22 15:31:00,2.5,project-36
2518,davos,2018-06-25 00:00:00,0.3,opsandadmin
2519,davos,2018-06-26 00:00:00,0.5,project-65
2520,davos,2018-06-28 15:31:00,0.5,learning
2521,davos,2018-06-28 00:00:00,2.5,project-65
2522,davos,2018-07-02 10:41:00,0.75,design
2523,davos,2018-07-02 10:41:00,0.25,project-65
2524,davos,2018-07-04 00:00:00,1.0,project-29
2525,davos,2017-07-05 09:41:00,1.0,transit
2526,davos,2017-07-05 09:41:00,0.5,workshops
2527,davos,2017-07-10 09:57:00,0.5,project-06
2528,davos,2018-07-17 09:17:00,0.5,cultureandmanagement
2529,davos,2018-07-20 00:00:00,0.75,project-65
2530,davos,2018-07-24 09:14:00,0.5,project-65
2531,davos,2017-07-31 08:47:00,0.5,blogideas
2532,davos,2018-08-01 15:34:00,0.25,project-10
2533,davos,2017-08-23 10:00:00,1.0,project-55
2534,davos,2018-08-24 10:23:00,2.4,project-64
2535,davos,2017-08-28 11:26:00,4.0,project-13
2536,davos,2017-08-30 11:24:00,1.0,hiring
2537,davos,2018-09-04 00:00:00,0.75,project-06
2538,davos,2017-09-05 16:24:00,2.0,project-16
2539,davos,2018-09-06 00:00:00,0.3,cultureandmanagement
2540,davos,2018-09-07 14:49:00,3.5,project-64
2541,davos,2017-09-12 08:30:00,3.0,project-16
2542,davos,2018-09-19 00:00:00,0.75,cultureandmanagement
2543,davos,2018-09-25 00:00:00,2.0,project-64
2544,davos,2018-09-27 00:00:00,4.0,project-64
2545,davos,2017-09-28 10:47:00,0.5,project-53
2546,davos,2018-03-01 09:31:00,1.25,project-06
2547,davos,2018-03-01 09:31:00,0.25,project-40
2548,davos,2018-10-01 10:52:00,1.0,project-51
2549,davos,2017-11-10 12:50:00,4.5,learning
2550,davos,2018-10-11 00:00:00,2.5,project-65
2551,davos,2017-10-12 10:57:00,1.0,cultureandmanagement
2552,davos,2018-10-23 00:00:00,3.0,project-64
2553,davos,2018-10-24 13:29:00,1.0,project-64
2554,davos,2018-10-29 00:00:00,1.0,opsandadmin
2555,davos,2018-05-11 10:12:00,6.5,project-65
2556,davos,2018-10-11 00:00:00,2.0,project-51
2557,davos,2017-09-11 16:29:00,1.0,project-65
2558,davos,2018-11-05 09:48:00,0.5,project-64
2559,davos,2018-11-14 10:36:00,1.0,project-51
2560,davos,2018-11-15 11:19:00,1.0,project-64
2561,davos,2018-11-16 00:00:00,2.0,project-65
2562,davos,2018-11-20 00:00:00,0.75,project-64
2563,davos,2017-11-22 08:57:00,1.0,project-16
2564,davos,2017-11-22 08:57:00,4.0,project-40
2565,davos,2018-03-12 09:56:00,1.5,opsandadmin
2566,davos,2018-03-12 09:56:00,1.0,project-40
2567,davos,2017-09-12 08:30:00,1.0,project-65
2568,davos,2018-09-12 00:00:00,1.0,project-65
2569,davos,2017-12-04 10:23:00,1.0,bizdev
2570,davos,2017-12-18 10:53:00,0.5,website
2571,davos,2017-12-21 09:59:00,1.0,cultureandmanagement
2572,davos,2017-12-21 09:59:00,1.0,project-13
2573,davos,2018-04-13 11:00:00,5.5,project-65
2574,davos,2018-06-14 09:16:00,4.0,project-36
2575,davos,2018-10-14 00:00:00,1.0,opsandadmin
2576,davos,2018-11-15 11:19:00,3.0,project-65
2577,davos,2018-05-16 15:19:00,1.5,hiring
2578,davos,2018-05-16 15:19:00,6.0,project-65
2579,davos,2017-10-17 09:34:00,1.5,learning
2580,davos,2018-09-17 00:00:00,3.0,project-64
2581,davos,2017-07-18 11:30:00,0.5,interns
2582,davos,2018-06-18 10:06:00,2.0,project-65
2583,davos,2018-06-19 15:59:00,1.0,project-65
2584,davos,2018-11-19 14:39:00,1.0,project-51
2585,davos,2018-11-19 14:39:00,1.0,project-64
2586,davos,2017-10-19 10:33:00,0.5,design
2587,davos,2018-09-19 00:00:00,0.25,website
2588,davos,2018-08-02 10:44:00,4.5,project-36
2589,davos,2018-07-02 10:41:00,1.5,opsandadmin
2590,davos,2018-10-02 00:00:00,1.5,blogideas
2591,davos,2018-02-02 00:00:00,6.0,project-40
2592,davos,2017-12-20 10:14:00,1.0,bizdev
2593,davos,2017-07-20 08:57:00,1.0,workshops
2594,davos,2017-11-20 10:25:00,3.0,project-40
2595,davos,2017-06-27 17:44:31,0.7,website
2596,davos,2017-06-27 17:44:31,0.5,workshops
2597,davos,2017-07-03 08:39:02,0.5,design
2598,davos,2017-07-03 08:39:02,0.75,opsandadmin
2599,davos,2017-07-03 08:39:02,5.0,project-06
2600,davos,2017-07-03 08:39:02,0.5,project-13
2601,davos,2017-07-04 11:37:01,8.0,project-06
2602,davos,2017-07-04 11:37:01,1.5,transit
2603,davos,2017-07-04 16:53:26,2.0,project-06
2604,davos,2017-07-05 09:41:08,5.5,project-06
2605,davos,2017-07-05 09:41:08,0.5,project-13
2606,davos,2017-07-06 09:29:27,7.0,project-06
2607,davos,2017-07-07 09:34:12,8.0,project-06
2608,davos,2017-07-10 09:57:08,7.0,project-06
2609,davos,2017-07-11 08:08:41,6.0,project-06
2610,davos,2017-07-11 08:08:41,0.25,project-13
2611,davos,2017-07-11 18:16:05,2.0,project-06
2613,davos,2017-07-13 16:51:40,2.0,project-06
2614,davos,2017-07-14 07:32:56,0.5,interns
2615,davos,2017-07-14 07:32:56,6.5,project-06
2616,davos,2017-07-17 11:55:53,7.0,project-06
2617,davos,2017-07-17 13:35:23,1.5,project-06
2618,davos,2017-07-18 11:30:52,1.5,cultureandmanagement
2619,davos,2017-07-18 11:30:52,7.5,project-06
2620,davos,2017-07-18 18:38:52,2.0,project-06
2622,davos,2017-07-20 08:57:45,0.5,interns
2623,davos,2017-07-20 08:57:45,6.0,project-06
2624,davos,2017-07-21 16:11:54,7.0,project-06
2625,davos,2017-07-22 12:47:59,9.0,project-06
2626,davos,2017-07-23 16:36:14,3.0,project-06
2627,davos,2017-07-24 10:17:30,7.0,project-06
2628,davos,2017-07-24 10:17:30,0.5,website
2629,davos,2017-07-24 14:31:09,1.5,project-06
2630,davos,2017-07-25 10:50:16,0.5,datastorytelling
2631,davos,2017-07-25 10:50:16,7.0,project-06
2632,davos,2017-07-25 15:26:31,2.0,project-06
2633,davos,2017-07-26 11:21:20,0.5,learning
2634,davos,2017-07-26 11:21:20,8.0,project-06
2635,davos,2017-07-26 17:45:49,0.5,project-06
2636,davos,2017-07-27 18:19:39,4.0,project-06
2637,davos,2017-07-27 18:19:39,0.5,website
2638,davos,2017-07-28 11:24:52,1.5,bizdev
2639,davos,2017-07-28 11:24:52,5.0,project-06
2640,davos,2017-07-31 02:29:40,7.0,project-06
2641,davos,2017-07-31 08:47:52,1.0,opsandadmin
2642,davos,2017-07-31 08:47:52,5.0,project-06
2643,davos,2017-08-01 09:35:15,1.0,opsandadmin
2644,davos,2017-08-01 09:35:15,1.0,project-06
2645,davos,2017-08-01 09:35:15,4.5,project-13
2646,davos,2017-08-01 09:35:15,1.0,workshops
2647,davos,2017-08-01 18:25:49,2.5,project-06
2648,davos,2017-08-02 18:18:35,1.0,opsandadmin
2649,davos,2017-08-02 18:18:35,5.0,project-06
2650,davos,2017-08-02 18:18:35,1.0,project-13
2651,davos,2017-08-02 18:18:35,0.25,website
2652,davos,2017-08-03 10:07:56,1.0,learning
2653,davos,2017-08-03 10:07:56,5.0,project-06
2654,davos,2017-08-03 10:07:56,1.0,project-13
2655,davos,2017-08-04 08:45:19,1.0,opsandadmin
2656,davos,2017-08-04 08:45:19,4.0,project-06
2657,davos,2017-08-04 08:45:19,2.0,project-13
2658,davos,2017-08-07 11:13:42,1.0,datastorytelling
2659,davos,2017-08-07 11:13:42,1.75,opsandadmin
2660,davos,2017-08-07 11:13:42,5.0,project-06
2661,davos,2017-08-08 11:28:21,3.0,bizdev
2662,davos,2017-08-08 11:28:21,3.5,project-06
2663,davos,2017-08-09 10:36:25,7.0,project-06
2664,davos,2017-08-09 10:36:25,1.5,project-12
2665,davos,2017-08-09 10:36:25,0.25,website
2666,davos,2017-08-09 16:40:54,2.0,project-06
2667,davos,2017-08-10 15:07:11,8.0,project-06
2668,davos,2017-08-11 10:48:02,2.0,design
2669,davos,2017-08-11 10:48:02,1.0,opsandadmin
2670,davos,2017-08-11 10:48:02,1.0,project-06
2671,davos,2017-08-11 10:48:02,0.5,project-13
2672,davos,2017-08-11 10:48:02,2.5,project-16
2673,davos,2017-08-11 12:51:54,1.5,cultureandmanagement
2674,davos,2017-08-14 10:45:32,3.0,cultureandmanagement
2675,davos,2017-08-14 10:45:32,2.5,project-06
2676,davos,2017-08-14 10:45:32,4.0,project-16
2677,davos,2017-08-14 10:45:32,0.5,website
2678,davos,2017-08-15 08:30:46,5.0,project-06
2679,davos,2017-08-15 08:30:46,1.0,project-16
2680,davos,2017-08-16 11:57:41,1.0,bizdev
2681,davos,2017-08-16 11:57:41,1.5,opsandadmin
2682,davos,2017-08-16 11:57:41,2.5,project-06
2683,davos,2017-08-16 11:57:41,3.0,project-16
2684,davos,2017-08-17 10:09:53,1.0,cultureandmanagement
2685,davos,2017-08-17 10:09:53,2.0,project-06
2686,davos,2017-08-17 10:09:53,2.5,project-16
2687,davos,2017-08-17 10:09:53,1.0,transit
2688,davos,2017-08-18 08:06:01,4.5,project-06
2689,davos,2017-08-18 08:06:01,1.0,project-16
2690,davos,2017-08-22 08:45:22,0.5,cultureandmanagement
2691,davos,2017-08-22 08:45:22,0.5,project-13
2692,davos,2017-08-22 08:45:22,5.0,project-65
2693,davos,2017-08-23 10:00:20,1.0,project-06
2694,davos,2017-08-23 10:00:20,5.0,project-13
2695,davos,2017-08-23 10:00:20,0.5,project-16
2696,davos,2017-08-24 10:33:20,1.5,cultureandmanagement
2697,davos,2017-08-24 10:33:20,0.75,design
2698,davos,2017-08-24 10:33:20,0.5,transit
2699,davos,2017-08-25 10:36:01,3.0,hiring
2700,davos,2017-08-25 10:36:01,2.0,project-13
2701,davos,2017-08-25 10:36:01,3.0,project-16
2702,davos,2017-08-28 11:26:56,1.0,opsandadmin
2703,davos,2017-08-28 11:26:56,2.0,project-06
2704,davos,2017-08-29 10:15:28,1.0,design
2705,davos,2017-08-29 10:15:28,3.0,opsandadmin
2706,davos,2017-08-29 10:15:28,1.5,project-13
2707,davos,2017-08-29 10:15:28,1.0,project-16
2708,davos,2017-08-30 11:24:18,1.0,learning
2709,davos,2017-08-30 11:24:18,1.0,opsandadmin
2710,davos,2017-08-30 11:24:18,4.5,project-16
2711,davos,2017-08-31 09:39:12,1.0,datastorytelling
2712,davos,2017-08-31 09:39:12,5.0,project-16
2713,davos,2017-09-01 08:31:02,0.5,design
2714,davos,2017-09-01 08:31:02,2.0,project-16
2715,davos,2017-09-01 08:31:02,1.0,random
2716,davos,2017-09-04 10:40:36,0.5,hiring
2717,davos,2017-09-04 10:40:36,1.0,opsandadmin
2718,davos,2017-09-04 10:40:36,1.0,project-06
2719,davos,2017-09-04 10:40:36,3.0,project-13
2720,davos,2017-09-04 10:40:36,1.0,project-16
2721,davos,2017-09-04 10:40:36,0.5,workshops
2722,davos,2017-09-05 16:24:52,4.0,project-06
2723,davos,2017-09-05 16:24:52,1.5,project-13
2724,davos,2017-09-07 10:08:52,1.0,datastorytelling
2725,davos,2017-09-07 10:08:52,1.0,design
2726,davos,2017-09-07 10:08:52,6.5,project-06
2727,davos,2017-09-07 10:08:52,7.0,project-13
2728,davos,2017-09-07 10:08:52,0.5,project-16
2729,davos,2017-09-08 08:49:57,1.5,hiring
2730,davos,2017-09-08 08:49:57,5.0,project-13
2731,davos,2017-09-11 10:27:30,2.0,opsandadmin
2732,davos,2017-09-11 10:27:30,2.0,project-13
2733,davos,2017-09-11 10:27:30,3.0,project-16
2734,davos,2017-09-12 08:30:19,0.5,datastorytelling
2735,davos,2017-09-12 08:30:19,1.0,opsandadmin
2736,davos,2017-09-14 03:35:57,6.0,project-16
2737,davos,2017-09-14 09:04:05,3.0,events
2738,davos,2017-09-14 09:04:05,6.0,project-13
2739,davos,2017-09-14 09:04:05,0.5,project-16
2740,davos,2017-09-15 08:41:43,4.0,datastorytelling
2741,davos,2017-09-15 08:41:43,1.0,project-52
2742,davos,2017-09-17 10:01:27,8.0,events
2743,davos,2017-09-17 10:01:27,1.0,opsandadmin
2744,davos,2017-09-17 10:01:27,3.0,project-65
2745,davos,2017-09-18 09:19:58,1.5,opsandadmin
2746,davos,2017-09-18 09:19:58,0.5,project-13
2747,davos,2017-09-18 09:19:58,3.0,project-16
2748,davos,2017-09-19 11:02:32,1.5,project-13
2749,davos,2017-09-19 11:02:32,7.0,project-16
2750,davos,2017-09-20 08:39:54,0.25,datastorytelling
2751,davos,2017-09-20 08:39:54,1.0,opsandadmin
2752,davos,2017-09-20 08:39:54,5.0,project-16
2753,davos,2017-09-20 08:39:54,1.0,transit
2754,davos,2017-09-20 14:26:49,0.5,opsandadmin
2755,davos,2017-09-20 14:26:49,0.5,project-16
2756,davos,2017-09-21 18:55:02,6.0,project-13
2757,davos,2017-09-21 18:55:02,1.5,project-16
2758,davos,2017-09-22 11:09:54,2.5,fatnesscheckin
2759,davos,2017-09-22 11:09:54,0.5,opsandadmin
2760,davos,2017-09-22 11:09:54,3.0,project-13
2761,davos,2017-09-22 11:09:54,0.25,project-16
2762,davos,2017-09-22 11:09:54,1.0,project-52
2763,davos,2017-09-25 09:55:12,2.0,opsandadmin
2764,davos,2017-09-25 09:55:12,1.0,project-16
2765,davos,2017-09-25 09:55:12,3.0,project-53
2766,davos,2017-09-25 16:50:17,3.0,project-53
